name,price,capacity,price_per_gb,type,cache,form_factor,interface,brand,model,slug
Kingston E50 Enterprise,186.81,240.0,0.778,SSD,,2.5,SATA,Kingston,E50 Enterprise,kingston-e50-enterprise-240-0-sata
Intel DC S3500,192.0,800.0,0.24,SSD,,2.5,SATA,Intel,DC S3500,intel-dc-s3500-800-0-sata
Intel 540s,128.22,240.0,0.534,SSD,,2.5,SATA,Intel,540s,intel-540s-240-0-sata
Western Digital Gold,375.7,10000.0,0.038,7200,256.0,3.5,SATA,Western,Digital Gold,western-digital-gold-10000-0-sata
Crucial BX300,105.42,480.0,0.22,SSD,,2.5,SATA,Crucial,BX300,crucial-bx300-480-0-sata
Western Digital Gold,297.5,8000.0,0.037,7200,256.0,3.5,SATA,Western,Digital Gold,western-digital-gold-8000-0-sata
Samsung 860 Evo,156.13,500.0,0.312,SSD,,mSATA,SATA,Samsung,860 Evo,samsung-860-evo-500-0-sata
Seagate SkyHawk AI,213.84,8000.0,0.027,7200,256.0,3.5,SATA,Seagate,SkyHawk AI,seagate-skyhawk-ai-8000-0-sata
PNY XLR8 CS3040,62.98,500.0,,SSD,,M.2-2280,PCIe Gen4,PNY,XLR8 CS3040,pny-xlr8-cs3040-500-0-pcie-gen4
Seagate Exos 7E10 512n,192.87,4000.0,0.048,7200,256.0,3.5,SATA,Seagate,Exos 7E10 512n,seagate-exos-7e10-512n-4000-0-sata
PNY XLR8 CS3030,489.0,4000.0,0.122,SSD,,M.2-2280,PCIe Gen4,PNY,XLR8 CS3030,pny-xlr8-cs3030-4000-0-pcie-gen4
Western Digital WD Blue,236.98,2000.0,,SSD,,2.5,SATA,Western,Digital WD Blue,western-digital-wd-blue-2000-0-sata
Micron 7400 PRO,149.99,480.0,,SSD,,M.2-2280,PCIe Gen4,Micron,7400 PRO,micron-7400-pro-480-0-pcie-gen4
Transcend MTE240S,56.47,500.0,0.113,SSD,,M.2-2280,PCIe Gen4,Transcend,MTE240S,transcend-mte240s-500-0-pcie-gen4
Western Digital Scorpio Blue,26.79,80.0,0.335,5400,8.0,2.5,SATA,Western,Digital Scorpio Blue,western-digital-scorpio-blue-80-0-sata
Hitachi 7K1000.C,229.95,750.0,0.307,7200,32.0,3.5,SATA,Hitachi,7K1000.C,hitachi-7k1000-c-750-0-sata
Hitachi E7K1000,70.0,500.0,0.14,7200,32.0,3.5,SATA,Hitachi,E7K1000,hitachi-e7k1000-500-0-sata
Seagate BarraCuda,149.94,2000.0,0.075,5900,32.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-2000-0-sata
Intel X25-M,197.1,160.0,1.232,SSD,,2.5,SATA,Intel,X25-M,intel-x25-m-160-0-sata
Seagate Barracuda XT,118.23,2000.0,0.059,7200,64.0,3.5,SATA,Seagate,Barracuda XT,seagate-barracuda-xt-2000-0-sata
Western Digital Caviar Green,149.94,500.0,0.3,5400,16.0,3.5,SATA,Western,Digital Caviar Green,western-digital-caviar-green-500-0-sata
Hitachi Travelstar Z7K320,56.1,250.0,0.224,7200,16.0,2.5,SATA,Hitachi,Travelstar Z7K320,hitachi-travelstar-z7k320-250-0-sata
Kingston HyperX,199.99,120.0,1.667,SSD,,2.5,SATA,Kingston,HyperX,kingston-hyperx-120-0-sata
Seagate BarraCuda,59.0,320.0,0.184,7200,16.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-320-0-sata
Samsung 830,118.48,64.0,,SSD,,2.5,SATA,Samsung,830,samsung-830-64-0-sata
Intel 520,140.0,180.0,0.778,SSD,,2.5,SATA,Intel,520,intel-520-180-0-sata
Western Digital WDBMMA0010HNC-NRSN,49.0,1000.0,0.049,5400,64.0,3.5,SATA,Western,Digital WDBMMA0010HNC-NRSN,western-digital-wdbmma0010hnc-nrsn-1000-0-sata
Intel 530,189.0,240.0,0.787,SSD,,2.5,SATA,Intel,530,intel-530-240-0-sata
Seagate Constellation ES,53.0,1000.0,0.053,7200,16.0,3.5,SAS 3.0 Gb/s,Seagate,Constellation ES,seagate-constellation-es-1000-0-sas-3-0-gb-s
Kingston SSDNow KC300,97.72,180.0,0.543,SSD,,2.5,SATA,Kingston,SSDNow KC300,kingston-ssdnow-kc300-180-0-sata
Hitachi Ultrastar 7K6000,158.44,6000.0,0.026,7200,128.0,3.5,SAS 12.0 Gb/s,Hitachi,Ultrastar 7K6000,hitachi-ultrastar-7k6000-6000-0-sas-12-0-gb-s
Seagate IronWolf NAS,233.44,3000.0,0.078,5900,64.0,3.5,SATA,Seagate,IronWolf NAS,seagate-ironwolf-nas-3000-0-sata
Intel Pro 6000p,106.6,512.0,0.208,SSD,,M.2-2280,PCIe Gen4,Intel,Pro 6000p,intel-pro-6000p-512-0-pcie-gen4
Seagate Barracuda 7200.9,70.0,160.0,0.438,7200,8.0,3.5,SATA,Seagate,Barracuda 7200.9,seagate-barracuda-7200-9-160-0-sata
Western Digital WD Red Pro,327.1,10000.0,0.033,7200,256.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-10000-0-sata
Toshiba X300,299.0,12000.0,0.025,7200,256.0,3.5,SATA,Toshiba,X300,toshiba-x300-12000-0-sata
Seagate ST500VM000,36.4,500.0,0.073,5900,64.0,3.5,SATA,Seagate,ST500VM000,seagate-st500vm000-500-0-sata
Intel D3-S4610,139.0,480.0,0.29,SSD,,2.5,SATA,Intel,D3-S4610,intel-d3-s4610-480-0-sata
Seagate EXOS Enterprise,271.45,6000.0,0.045,7200,256.0,3.5,SATA,Seagate,EXOS Enterprise,seagate-exos-enterprise-6000-0-sata
Western Digital Purple,336.0,14000.0,0.024,7200,512.0,3.5,SATA,Western,Digital Purple,western-digital-purple-14000-0-sata
Toshiba MG06ACA800E,279.99,8000.0,0.035,7200,256.0,3.5,SATA,Toshiba,MG06ACA800E,toshiba-mg06aca800e-8000-0-sata
VisionTek PRO HXS,79.98,512.0,0.156,SSD,,2.5,SATA,VisionTek,PRO HXS,visiontek-pro-hxs-512-0-sata
Western Digital Red Plus,134.99,3000.0,0.045,5400,128.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-3000-0-sata
Intel D3-S4520,161.5,480.0,0.336,SSD,,2.5,SATA,Intel,D3-S4520,intel-d3-s4520-480-0-sata
Transcend 250H,371.06,4000.0,0.093,SSD,,M.2-2280,PCIe Gen4,Transcend,250H,transcend-250h-4000-0-pcie-gen4
Mushkin ELEMENT,186.78,1000.0,0.187,SSD,,2.5,SATA,Mushkin,ELEMENT,mushkin-element-1000-0-sata
VisionTek DLX3,61.99,512.0,0.121,SSD,,M.2-2280,PCIe Gen4,VisionTek,DLX3,visiontek-dlx3-512-0-pcie-gen4
KingSpec NX-2230,39.99,512.0,0.078,SSD,,M.2-2230,PCIe Gen4,KingSpec,NX-2230,kingspec-nx-2230-512-0-pcie-gen4
Corsair MP600 CORE MINI,99.0,1000.0,0.099,SSD,,M.2-2230,PCIe Gen4,Corsair,MP600 CORE MINI,corsair-mp600-core-mini-1000-0-pcie-gen4
Klevv CRAS C925,65.98,1000.0,0.066,SSD,,M.2-2280,PCIe Gen4,Klevv,CRAS C925,klevv-cras-c925-1000-0-pcie-gen4
Seagate Constellation.2,50.0,1000.0,0.05,7200,64.0,2.5,SAS 6.0 Gb/s,Seagate,Constellation.2,seagate-constellation-2-1000-0-sas-6-0-gb-s
Seagate ST6000NM0014,135.0,6000.0,0.022,7200,128.0,3.5,SAS 12.0 Gb/s,Seagate,ST6000NM0014,seagate-st6000nm0014-6000-0-sas-12-0-gb-s
Mushkin Vortex-LX,44.99,512.0,0.088,SSD,,M.2-2280,PCIe Gen4,Mushkin,Vortex-LX,mushkin-vortex-lx-512-0-pcie-gen4
KingSpec XG7000,44.99,512.0,0.088,SSD,,M.2-2242,PCIe Gen4,KingSpec,XG7000,kingspec-xg7000-512-0-pcie-gen4
Transcend TS128GSSD370S,33.95,128.0,0.265,SSD,,2.5,SATA,Transcend,TS128GSSD370S,transcend-ts128gssd370s-128-0-sata
Western Digital Black,54.0,320.0,0.169,7200,16.0,2.5,SATA,Western,Digital Black,western-digital-black-320-0-sata
Intel DC P3600,159.0,800.0,0.199,SSD,,2.5,U.2,Intel,DC P3600,intel-dc-p3600-800-0-u-2
Western Digital WD Red Pro,296.49,6000.0,0.049,7200,128.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-6000-0-sata
Transcend TS480GSSD220S,46.06,480.0,0.096,SSD,,2.5,SATA,Transcend,TS480GSSD220S,transcend-ts480gssd220s-480-0-sata
Intel Pro 6000p,89.0,128.0,0.695,SSD,,M.2-2280,PCIe Gen4,Intel,Pro 6000p,intel-pro-6000p-128-0-pcie-gen4
Seagate Enterprise Performance,227.45,600.0,0.379,15000,256.0,2.5,SAS 12.0 Gb/s,Seagate,Enterprise Performance,seagate-enterprise-performance-600-0-sas-12-0-gb-s
Sabrent Rocket 4.0,64.98,512.0,0.127,SSD,,M.2-2230,PCIe Gen4,Sabrent,Rocket 4.0,sabrent-rocket-4-0-512-0-pcie-gen4
Nextorage NN5PRO,239.99,1000.0,0.24,SSD,2048.0,M.2-2280,PCIe Gen4,Nextorage,NN5PRO,nextorage-nn5pro-1000-0-pcie-gen4
Seagate Momentus,34.99,500.0,0.07,5400,8.0,2.5,SATA,Seagate,Momentus,seagate-momentus-500-0-sata
Intel 520,85.49,60.0,1.425,SSD,,2.5,SATA,Intel,520,intel-520-60-0-sata
Western Digital Green,80.0,1000.0,0.08,5400,64.0,3.5,SATA,Western,Digital Green,western-digital-green-1000-0-sata
Crucial M550,177.77,128.0,1.389,SSD,,M.2-2280,SATA,Crucial,M550,crucial-m550-128-0-sata
Seagate ST4000VX000,157.99,4000.0,0.039,5900,64.0,3.5,SATA,Seagate,ST4000VX000,seagate-st4000vx000-4000-0-sata
Intel DC P3700,996.99,800.0,1.246,SSD,,PCIe,PCIe Gen4,Intel,DC P3700,intel-dc-p3700-800-0-pcie-gen4
Seagate BarraCuda,104.64,500.0,0.209,7200,16.0,3.5,PATA 100,Seagate,BarraCuda,seagate-barracuda-500-0-pata-100
Western Digital Purple,269.0,10000.0,0.027,5400,256.0,3.5,SATA,Western,Digital Purple,western-digital-purple-10000-0-sata
Western Digital WD Red Pro,238.99,6000.0,0.04,7200,256.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-6000-0-sata
Seagate Enterprise Performance,167.0,1800.0,0.093,10000,256.0,3.5,SAS 12.0 Gb/s,Seagate,Enterprise Performance,seagate-enterprise-performance-1800-0-sas-12-0-gb-s
Seagate Enterprise Performance,257.82,2400.0,0.107,10000,256.0,2.5,SAS 12.0 Gb/s,Seagate,Enterprise Performance,seagate-enterprise-performance-2400-0-sas-12-0-gb-s
Plextor M8VC,100.99,128.0,0.789,SSD,256.0,2.5,SATA,Plextor,M8VC,plextor-m8vc-128-0-sata
Intel DC P4510,418.0,1000.0,0.418,SSD,,2.5,U.2,Intel,DC P4510,intel-dc-p4510-1000-0-u-2
Hitachi Ultrastar He10,292.99,8000.0,0.037,7200,256.0,3.5,SATA,Hitachi,Ultrastar He10,hitachi-ultrastar-he10-8000-0-sata
Intel DC S4500,273.45,1900.0,0.144,SSD,,2.5,SATA,Intel,DC S4500,intel-dc-s4500-1900-0-sata
Inland Platinum,23.99,256.0,0.094,SSD,,2.5,SATA,Inland,Platinum,inland-platinum-256-0-sata
VisionTek DLX4 Pro,223.04,2000.0,0.112,SSD,,M.2-2280,PCIe Gen4,VisionTek,DLX4 Pro,visiontek-dlx4-pro-2000-0-pcie-gen4
Transcend 830S,55.19,512.0,0.108,SSD,,M.2-2280,SATA,Transcend,830S,transcend-830s-512-0-sata
Western Digital Caviar Blue,50.0,320.0,0.156,7200,8.0,3.5,SATA,Western,Digital Caviar Blue,western-digital-caviar-blue-320-0-sata
Western Digital Caviar Green,44.0,500.0,0.088,5400,16.0,3.5,SATA,Western,Digital Caviar Green,western-digital-caviar-green-500-0-sata
Western Digital Scorpio Black,39.95,160.0,0.25,7200,16.0,2.5,SATA,Western,Digital Scorpio Black,western-digital-scorpio-black-160-0-sata
Seagate BarraCuda,74.98,500.0,0.15,7200,16.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-500-0-sata
Intel X25-V,59.99,40.0,1.5,SSD,,2.5,SATA,Intel,X25-V,intel-x25-v-40-0-sata
ADATA Premier Pro SP900,79.45,64.0,1.241,SSD,,2.5,SATA,ADATA,Premier Pro SP900,adata-premier-pro-sp900-64-0-sata
Seagate Momentus XT,187.5,500.0,0.375,7200,32.0,2.5,SATA,Seagate,Momentus XT,seagate-momentus-xt-500-0-sata
Crucial M4,227.77,64.0,3.559,SSD,,mSATA,SATA,Crucial,M4,crucial-m4-64-0-sata
Western Digital Black,49.75,500.0,0.099,7200,16.0,2.5,SATA,Western,Digital Black,western-digital-black-500-0-sata
Intel 530,321.99,480.0,0.671,SSD,,2.5,SATA,Intel,530,intel-530-480-0-sata
Western Digital Green,238.64,6000.0,0.04,5400,64.0,3.5,SATA,Western,Digital Green,western-digital-green-6000-0-sata
VisionTek Go Drive,99.99,1000.0,0.1,SSD,,2.5,SATA,VisionTek,Go Drive,visiontek-go-drive-1000-0-sata
Intel DC S3710,647.0,1200.0,0.539,SSD,,2.5,SATA,Intel,DC S3710,intel-dc-s3710-1200-0-sata
Intel 535,133.68,180.0,0.743,SSD,,2.5,SATA,Intel,535,intel-535-180-0-sata
Western Digital Blue,149.94,500.0,0.3,7200,8.0,3.5,SATA,Western,Digital Blue,western-digital-blue-500-0-sata
Western Digital Gold,274.5,6000.0,0.046,7200,128.0,3.5,SATA,Western,Digital Gold,western-digital-gold-6000-0-sata
Western Digital Gold,394.45,8000.0,0.049,7200,128.0,3.5,SATA,Western,Digital Gold,western-digital-gold-8000-0-sata
Intel DC P3600,996.0,1600.0,0.623,SSD,,PCIe,PCIe Gen4,Intel,DC P3600,intel-dc-p3600-1600-0-pcie-gen4
Intel Pro 5400s,612.1,1000.0,0.612,SSD,,2.5,SATA,Intel,Pro 5400s,intel-pro-5400s-1000-0-sata
SanDisk Z410,48.45,120.0,,SSD,,2.5,SATA,SanDisk,Z410,sandisk-z410-120-0-sata
Plextor M9Pe,448.91,512.0,0.877,SSD,,M.2-2280,PCIe Gen4,Plextor,M9Pe,plextor-m9pe-512-0-pcie-gen4
Lexar NS200,59.99,240.0,0.25,SSD,,2.5,SATA,Lexar,NS200,lexar-ns200-240-0-sata
Toshiba S300,112.99,4000.0,0.028,5400,128.0,3.5,SATA,Toshiba,S300,toshiba-s300-4000-0-sata
Kingston SSDNOW DC500M,229.0,960.0,0.239,SSD,,2.5,SATA,Kingston,SSDNOW DC500M,kingston-ssdnow-dc500m-960-0-sata
Pioneer APS-SE20G-256,49.24,256.0,0.192,SSD,,M.2-2280,PCIe Gen4,Pioneer,APS-SE20G-256,pioneer-aps-se20g-256-256-0-pcie-gen4
Corsair CSSD-F4000GBMP600PHX,379.99,4000.0,0.095,SSD,,M.2-2280,PCIe Gen4,Corsair,CSSD-F4000GBMP600PHX,corsair-cssd-f4000gbmp600phx-4000-0-pcie-gen4
Addlink A95,93.44,1000.0,0.093,SSD,,M.2-2280,PCIe Gen4,Addlink,A95,addlink-a95-1000-0-pcie-gen4
HP S700 Pro,121.53,512.0,0.237,SSD,,2.5,SATA,HP,S700 Pro,hp-s700-pro-512-0-sata
Seagate Exos 7E8,99.0,1000.0,0.099,7200,256.0,3.5,SATA,Seagate,Exos 7E8,seagate-exos-7e8-1000-0-sata
Oyen Digital E13S-2242-2048PH,189.0,2000.0,0.094,SSD,,M.2-2242,PCIe Gen4,Oyen,Digital E13S-2242-2048PH,oyen-digital-e13s-2242-2048ph-2000-0-pcie-gen4
Transcend 830S,36.76,256.0,0.144,SSD,,M.2-2280,SATA,Transcend,830S,transcend-830s-256-0-sata
Lexar PLAY,259.49,4000.0,0.065,SSD,,M.2-2280,PCIe Gen4,Lexar,PLAY,lexar-play-4000-0-pcie-gen4
Nextorage NEM-PAB,299.99,4000.0,0.075,SSD,,M.2-2280,PCIe Gen4,Nextorage,NEM-PAB,nextorage-nem-pab-4000-0-pcie-gen4
Corsair MP600 CORE MINI,169.99,2000.0,0.085,SSD,,M.2-2230,PCIe Gen4,Corsair,MP600 CORE MINI,corsair-mp600-core-mini-2000-0-pcie-gen4
Micron 2400,147.94,2000.0,0.074,SSD,,M.2-2230,PCIe Gen4,Micron,2400,micron-2400-2000-0-pcie-gen4
Western Digital WD Red Pro,215.99,4000.0,0.054,7200,64.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-4000-0-sata
Titanium Micro PD560,34.99,500.0,0.07,SSD,,2.5,SATA,Titanium,Micro PD560,titanium-micro-pd560-500-0-sata
Seagate Exos 7E10 512n,247.34,6000.0,0.041,7200,256.0,3.5,SATA,Seagate,Exos 7E10 512n,seagate-exos-7e10-512n-6000-0-sata
Intel D3-S4520,544.0,3840.0,0.142,SSD,,2.5,SATA,Intel,D3-S4520,intel-d3-s4520-3840-0-sata
VisionTek DLX4,189.98,2000.0,0.095,SSD,,M.2-2242,PCIe Gen4,VisionTek,DLX4,visiontek-dlx4-2000-0-pcie-gen4
Timetec 35TTQNM2SATA,103.99,2000.0,0.052,SSD,,M.2-2280,SATA,Timetec,35TTQNM2SATA,timetec-35ttqnm2sata-2000-0-sata
Transcend MTE255S,77.9,1000.0,0.078,SSD,,M.2-2280,PCIe Gen4,Transcend,MTE255S,transcend-mte255s-1000-0-pcie-gen4
Hitachi HUC101212CSS600,59.0,1200.0,0.049,10000,64.0,2.5,SAS 6.0 Gb/s,Hitachi,HUC101212CSS600,hitachi-huc101212css600-1200-0-sas-6-0-gb-s
Inland Performance,244.55,2000.0,0.122,SSD,,M.2-2280,PCIe Gen4,Inland,Performance,inland-performance-2000-0-pcie-gen4
Seagate Exos 7E8,126.97,2000.0,0.063,7200,256.0,3.5,SATA,Seagate,Exos 7E8,seagate-exos-7e8-2000-0-sata
Western Digital Red SA500,72.98,500.0,0.146,SSD,,M.2-2280,SATA,Western,Digital Red SA500,western-digital-red-sa500-500-0-sata
Seagate Exos 7E10 512e/4Kn,95.0,2000.0,0.048,7200,256.0,3.5,SATA,Seagate,Exos 7E10 512e/4Kn,seagate-exos-7e10-512e-4kn-2000-0-sata
Lenovo ThinkPad OPAL,171.0,512.0,0.334,SSD,,M.2-2242,PCIe Gen4,Lenovo,ThinkPad OPAL,lenovo-thinkpad-opal-512-0-pcie-gen4
Seagate Momentus LP,49.98,1000.0,0.05,5400,8.0,2.5,SATA,Seagate,Momentus LP,seagate-momentus-lp-1000-0-sata
Crucial M500,207.77,240.0,0.866,SSD,,mSATA,SATA,Crucial,M500,crucial-m500-240-0-sata
Intel DC P3700,348.0,800.0,0.435,SSD,,2.5,U.2,Intel,DC P3700,intel-dc-p3700-800-0-u-2
Intel DC S3610,377.0,800.0,0.471,SSD,,2.5,SATA,Intel,DC S3610,intel-dc-s3610-800-0-sata
Kingston SSDNow KC400,123.8,256.0,0.484,SSD,,2.5,SATA,Kingston,SSDNow KC400,kingston-ssdnow-kc400-256-0-sata
Seagate SkyHawk AI,269.99,12000.0,0.022,7200,256.0,3.5,SATA,Seagate,SkyHawk AI,seagate-skyhawk-ai-12000-0-sata
Centon MP Essential,69.98,960.0,0.073,SSD,,2.5,SATA,Centon,MP Essential,centon-mp-essential-960-0-sata
Toshiba N300,209.99,4000.0,0.052,7200,256.0,3.5,SATA,Toshiba,N300,toshiba-n300-4000-0-sata
Toshiba S300 Pro,279.75,8000.0,0.035,7200,256.0,3.5,SATA,Toshiba,S300 Pro,toshiba-s300-pro-8000-0-sata
Intel D3-S4610,307.75,1920.0,0.16,SSD,,2.5,SATA,Intel,D3-S4610,intel-d3-s4610-1920-0-sata
Seagate Game Drive,420.0,2000.0,0.21,SSD,,M.2-2280,PCIe Gen4,Seagate,Game Drive,seagate-game-drive-2000-0-pcie-gen4
Titanium Micro TH7175,93.99,1000.0,0.094,SSD,,M.2-2280,PCIe Gen4,Titanium,Micro TH7175,titanium-micro-th7175-1000-0-pcie-gen4
Seagate FireCuda 520N,107.76,1000.0,0.108,SSD,,M.2-2230,PCIe Gen4,Seagate,FireCuda 520N,seagate-firecuda-520n-1000-0-pcie-gen4
PNY CS3150,169.99,1000.0,0.17,SSD,,M.2-2280,PCIe Gen5,PNY,CS3150,pny-cs3150-1000-0-pcie-gen5
OWC Aura Pro IV,179.99,2000.0,0.09,SSD,,M.2-2280,PCIe Gen4,OWC,Aura Pro IV,owc-aura-pro-iv-2000-0-pcie-gen4
Western Digital RE3,50.7,500.0,0.101,7200,16.0,3.5,SATA,Western,Digital RE3,western-digital-re3-500-0-sata
Western Digital AV-GP,43.87,250.0,,5400,8.0,3.5,SATA,Western,Digital AV-GP,western-digital-av-gp-250-0-sata
Samsung Spinpoint MP4,31.49,250.0,0.126,7200,16.0,2.5,SATA,Samsung,Spinpoint MP4,samsung-spinpoint-mp4-250-0-sata
Seagate Momentus,270.0,640.0,0.422,5400,8.0,2.5,SATA,Seagate,Momentus,seagate-momentus-640-0-sata
Seagate Momentu,41.99,500.0,0.084,7200,16.0,2.5,SATA,Seagate,Momentu,seagate-momentu-500-0-sata
Seagate Barracuda Green,245.0,1500.0,0.163,5900,64.0,3.5,SATA,Seagate,Barracuda Green,seagate-barracuda-green-1500-0-sata
Hitachi Travelstar 5K500.B,62.7,160.0,,5400,8.0,2.5,SATA,Hitachi,Travelstar 5K500.B,hitachi-travelstar-5k500-b-160-0-sata
Hitachi Travelstar 7K500,81.03,320.0,0.253,7200,16.0,2.5,SATA,Hitachi,Travelstar 7K500,hitachi-travelstar-7k500-320-0-sata
Western Digital Scorpio Black,80.0,500.0,0.16,7200,16.0,2.5,SATA,Western,Digital Scorpio Black,western-digital-scorpio-black-500-0-sata
Seagate Constellation.2,49.0,250.0,0.196,7200,64.0,2.5,SATA,Seagate,Constellation.2,seagate-constellation-2-250-0-sata
Western Digital Caviar Green,149.94,3000.0,0.05,5400,64.0,3.5,SATA,Western,Digital Caviar Green,western-digital-caviar-green-3000-0-sata
SanDisk Extreme,159.99,120.0,1.333,SSD,,2.5,SATA,SanDisk,Extreme,sandisk-extreme-120-0-sata
Kingston HyperX 3K,199.99,120.0,1.667,SSD,,2.5,SATA,Kingston,HyperX 3K,kingston-hyperx-3k-120-0-sata
Kingston SSDNow KC100,272.72,240.0,1.136,SSD,,2.5,SATA,Kingston,SSDNow KC100,kingston-ssdnow-kc100-240-0-sata
Seagate BarraCuda,71.3,250.0,0.285,7200,16.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-250-0-sata
Western Digital Blue,129.32,750.0,0.172,5400,8.0,2.5,SATA,Western,Digital Blue,western-digital-blue-750-0-sata
Seagate 600,110.58,120.0,,SSD,,2.5,SATA,Seagate,600,seagate-600-120-0-sata
Lenovo 0A89478,142.6,3000.0,0.048,7200,32.0,3.5,SATA,Lenovo,0A89478,lenovo-0a89478-3000-0-sata
Seagate ST500LT032,55.77,500.0,0.112,5400,16.0,2.5,SATA,Seagate,ST500LT032,seagate-st500lt032-500-0-sata
Kingston SSDNow V300,279.99,480.0,0.583,SSD,,2.5,SATA,Kingston,SSDNow V300,kingston-ssdnow-v300-480-0-sata
VisionTek GoDrive,48.73,480.0,0.102,SSD,,2.5,SATA,VisionTek,GoDrive,visiontek-godrive-480-0-sata
Transcend MTS400,91.33,128.0,0.714,SSD,,M.2-2242,SATA,Transcend,MTS400,transcend-mts400-128-0-sata
Intel 530,73.5,80.0,0.919,SSD,,M.2-2280,SATA,Intel,530,intel-530-80-0-sata
Seagate ST320LM010,78.98,320.0,0.247,7200,32.0,2.5,SATA,Seagate,ST320LM010,seagate-st320lm010-320-0-sata
Silicon Power S60 3K P/E,79.98,240.0,0.333,SSD,,2.5,SATA,Silicon,Power S60 3K P/E,silicon-power-s60-3k-p-e-240-0-sata
Western Digital WDBH2D5000ENC-NRSN,35.0,500.0,0.07,7200,32.0,3.5,SATA,Western,Digital WDBH2D5000ENC-NRSN,western-digital-wdbh2d5000enc-nrsn-500-0-sata
Seagate ST6000NM0104,185.0,6000.0,0.031,7200,128.0,3.5,SATA,Seagate,ST6000NM0104,seagate-st6000nm0104-6000-0-sata
Intel SSDSC2BB800G601,349.19,800.0,0.436,SSD,,2.5,SATA,Intel,SSDSC2BB800G601,intel-ssdsc2bb800g601-800-0-sata
ADATA XPG SX930,253.41,120.0,2.112,SSD,,2.5,SATA,ADATA,XPG SX930,adata-xpg-sx930-120-0-sata
Transcend TS256GSSD370S,110.66,256.0,0.432,SSD,,2.5,SATA,Transcend,TS256GSSD370S,transcend-ts256gssd370s-256-0-sata
Transcend TS512GSSD370S,213.11,512.0,0.416,SSD,,2.5,SATA,Transcend,TS512GSSD370S,transcend-ts512gssd370s-512-0-sata
Western Digital Purple,288.97,8000.0,0.036,5400,128.0,3.5,SATA,Western,Digital Purple,western-digital-purple-8000-0-sata
Seagate BarraCuda,254.81,1000.0,0.255,7200,32.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-1000-0-sata
Western Digital Purple,140.0,6000.0,0.023,5400,64.0,3.5,SATA,Western,Digital Purple,western-digital-purple-6000-0-sata
Plextor M9Pe,402.68,1000.0,0.403,SSD,,M.2-2280,PCIe Gen4,Plextor,M9Pe,plextor-m9pe-1000-0-pcie-gen4
Seagate Nytro Enterprise,1286.01,3200.0,0.402,SSD,,2.5,SAS 12.0 Gb/s,Seagate,Nytro Enterprise,seagate-nytro-enterprise-3200-0-sas-12-0-gb-s
Toshiba MD04ACA600,453.27,6000.0,0.076,7200,128.0,3.5,SATA,Toshiba,MD04ACA600,toshiba-md04aca600-6000-0-sata
Sony Optiarc,55.99,480.0,0.117,SSD,,2.5,SATA,Sony,Optiarc,sony-optiarc-480-0-sata
Seagate EXOS Enterprise,197.99,2000.0,0.099,7200,256.0,3.5,SATA,Seagate,EXOS Enterprise,seagate-exos-enterprise-2000-0-sata
Mushkin RAW,79.98,500.0,0.16,SSD,,2.5,SATA,Mushkin,RAW,mushkin-raw-500-0-sata
Intel DC S3520,270.39,480.0,0.563,SSD,,2.5,SATA,Intel,DC S3520,intel-dc-s3520-480-0-sata
Western Digital Ultrastar DC HC550,494.89,18000.0,0.027,7200,512.0,3.5,SAS 12.0 Gb/s,Western,Digital Ultrastar DC HC550,western-digital-ultrastar-dc-hc550-18000-0-sas-12-0-gb-s
KIOXIA EXCERIA PLUS,522.99,2000.0,0.261,SSD,,M.2-2280,PCIe Gen4,KIOXIA,EXCERIA PLUS,kioxia-exceria-plus-2000-0-pcie-gen4
PNY CS2130,499.99,4000.0,0.125,SSD,,M.2-2280,PCIe Gen4,PNY,CS2130,pny-cs2130-4000-0-pcie-gen4
HP S700 Pro,88.78,256.0,0.347,SSD,,2.5,SATA,HP,S700 Pro,hp-s700-pro-256-0-sata
Mushkin Source HC,612.85,4000.0,0.153,SSD,,2.5,SATA,Mushkin,Source HC,mushkin-source-hc-4000-0-sata
Fantom Drives VENOM8 PS5,199.95,1000.0,0.2,SSD,,M.2-2280,PCIe Gen4,Fantom,Drives VENOM8 PS5,fantom-drives-venom8-ps5-1000-0-pcie-gen4
Fantom Drives VENOM8 PS5,194.65,2000.0,0.097,SSD,,M.2-2280,PCIe Gen4,Fantom,Drives VENOM8 PS5,fantom-drives-venom8-ps5-2000-0-pcie-gen4
Fantom Drives VENOM8 PS5,376.65,4000.0,0.094,SSD,,M.2-2280,PCIe Gen4,Fantom,Drives VENOM8 PS5,fantom-drives-venom8-ps5-4000-0-pcie-gen4
VisionTek DLX3,209.22,2000.0,0.105,SSD,,M.2-2280,PCIe Gen4,VisionTek,DLX3,visiontek-dlx3-2000-0-pcie-gen4
