name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_generation,frequency_mhz,slug
PNY Anarchy 16 GB,,"4,4",,Black / Blue,10.718,10.0,DDR3,1866,pny-anarchy-16-gb-ddr3-1866
PNY Anarchy 16 GB,,"4,4",,Black / Red,10.718,10.0,DDR3,1866,pny-anarchy-16-gb-ddr3-1866
PNY Anarchy 16 GB,,"4,4",,Black / Blue,9.376,10.0,DDR3,2133,pny-anarchy-16-gb-ddr3-2133
PNY Anarchy 16 GB,,"4,4",,Black / Red,9.376,10.0,DDR3,2133,pny-anarchy-16-gb-ddr3-2133
PNY Anarchy X 16 GB,,"4,4",,Black / Blue,9.167,11.0,DDR3,2400,pny-anarchy-x-16-gb-ddr3-2400
PNY Anarchy X 16 GB,,"4,4",,Black / Red,9.167,11.0,DDR3,2400,pny-anarchy-x-16-gb-ddr3-2400
PNY Anarchy X 16 GB,,"4,4",,Black / Blue,9.002,12.0,DDR3,2666,pny-anarchy-x-16-gb-ddr3-2666
PNY Anarchy X 16 GB,,"4,4",,Black / Red,9.002,12.0,DDR3,2666,pny-anarchy-x-16-gb-ddr3-2666
PNY Anarchy X 16 GB,,"4,4",,Black / Blue,8.571,12.0,DDR3,2800,pny-anarchy-x-16-gb-ddr3-2800
PNY Anarchy X 16 GB,,"4,4",,Black / Red,8.571,12.0,DDR3,2800,pny-anarchy-x-16-gb-ddr3-2800
PNY Anarchy X 16 GB,,"4,4",,Black / Blue,8.183,12.0,DDR3,2933,pny-anarchy-x-16-gb-ddr3-2933
PNY Anarchy X 16 GB,,"4,4",,Black / Red,8.183,12.0,DDR3,2933,pny-anarchy-x-16-gb-ddr3-2933
PNY Anarchy 16 GB,,"4,4",,Black / Blue,14.065,15.0,DDR4,2133,pny-anarchy-16-gb-ddr4-2133
PNY Anarchy 16 GB,,"4,4",,Black / Red,14.065,15.0,DDR4,2133,pny-anarchy-16-gb-ddr4-2133
PNY Anarchy 16 GB,,"4,4",,Black / Blue,12.5,15.0,DDR4,2400,pny-anarchy-16-gb-ddr4-2400
PNY Anarchy 16 GB,,"4,4",,Black / Red,12.5,15.0,DDR4,2400,pny-anarchy-16-gb-ddr4-2400
PNY Anarchy 32 GB,,"4,8",,Black / Blue,9.376,10.0,DDR3,2133,pny-anarchy-32-gb-ddr3-2133
PNY Anarchy X 32 GB,,"4,8",,Black / Blue,9.167,11.0,DDR3,2400,pny-anarchy-x-32-gb-ddr3-2400
PNY Anarchy X 32 GB,,"4,8",,Black / Red,9.167,11.0,DDR3,2400,pny-anarchy-x-32-gb-ddr3-2400
PNY Anarchy 4 GB,,"1,4",,Black / Blue,11.25,9.0,DDR3,1600,pny-anarchy-4-gb-ddr3-1600
PNY Anarchy 4 GB,,"1,4",,Black / Red,11.25,9.0,DDR3,1600,pny-anarchy-4-gb-ddr3-1600
PNY Anarchy 4 GB,,"1,4",,Black / Blue,10.718,10.0,DDR3,1866,pny-anarchy-4-gb-ddr3-1866
PNY Anarchy 4 GB,,"1,4",,Black / Red,10.718,10.0,DDR3,1866,pny-anarchy-4-gb-ddr3-1866
PNY Anarchy 4 GB,,"1,4",,Black / Blue,14.065,15.0,DDR4,2133,pny-anarchy-4-gb-ddr4-2133
PNY Anarchy 4 GB,29.99,"1,4",,Black / Red,14.065,15.0,DDR4,2133,pny-anarchy-4-gb-ddr4-2133
PNY Anarchy 4 GB,,"1,4",,Black / Blue,12.5,15.0,DDR4,2400,pny-anarchy-4-gb-ddr4-2400
PNY Anarchy 4 GB,,"1,4",,Black / Red,12.5,15.0,DDR4,2400,pny-anarchy-4-gb-ddr4-2400
PNY Anarchy 8 GB,,"2,4",,Black / Blue,11.25,9.0,DDR3,1600,pny-anarchy-8-gb-ddr3-1600
PNY Anarchy 8 GB,,"2,4",,Black / Red,11.25,9.0,DDR3,1600,pny-anarchy-8-gb-ddr3-1600
PNY Anarchy 8 GB,,"2,4",,Black / Blue,10.718,10.0,DDR3,1866,pny-anarchy-8-gb-ddr3-1866
PNY Anarchy 8 GB,,"2,4",,Black / Red,10.718,10.0,DDR3,1866,pny-anarchy-8-gb-ddr3-1866
PNY Anarchy 8 GB,,"2,4",,Black / Blue,9.376,10.0,DDR3,2133,pny-anarchy-8-gb-ddr3-2133
PNY Anarchy X 8 GB,,"2,4",,Black / Blue,9.167,11.0,DDR3,2400,pny-anarchy-x-8-gb-ddr3-2400
PNY Anarchy X 8 GB,,"2,4",,Black / Red,8.571,12.0,DDR3,2800,pny-anarchy-x-8-gb-ddr3-2800
PNY Anarchy X 8 GB,,"2,4",,Black / Blue,8.183,12.0,DDR3,2933,pny-anarchy-x-8-gb-ddr3-2933
PNY Anarchy 8 GB,,"2,4",,Black / Blue,14.065,15.0,DDR4,2133,pny-anarchy-8-gb-ddr4-2133
PNY Anarchy 8 GB,,"2,4",,Black / Red,12.5,15.0,DDR4,2400,pny-anarchy-8-gb-ddr4-2400
PNY Anarchy 8 GB,,"1,8",,Black / Blue,11.25,9.0,DDR3,1600,pny-anarchy-8-gb-ddr3-1600
PNY Anarchy 8 GB,,"1,8",,Black / Blue,10.718,10.0,DDR3,1866,pny-anarchy-8-gb-ddr3-1866
PNY Anarchy 8 GB,,"1,8",,Black / Red,10.718,10.0,DDR3,1866,pny-anarchy-8-gb-ddr3-1866
PNY Anarchy 8 GB,,"1,8",,Black / Blue,14.065,15.0,DDR4,2133,pny-anarchy-8-gb-ddr4-2133
PNY Anarchy 8 GB,,"1,8",,Black / Red,14.065,15.0,DDR4,2133,pny-anarchy-8-gb-ddr4-2133
PNY Anarchy 8 GB,,"1,8",,Black / Blue,12.5,15.0,DDR4,2400,pny-anarchy-8-gb-ddr4-2400
Corsair Vengeance LPX 8 GB,,"2,4",,Red,10.0,16.0,DDR4,3200,corsair-vengeance-lpx-8-gb-ddr4-3200
Corsair Vengeance LP 4 GB,,"1,4",,Black / Yellow,13.75,11.0,DDR3,1600,corsair-vengeance-lp-4-gb-ddr3-1600
Corsair Vengeance LP 8 GB,,"1,8",,Black / Yellow,13.75,11.0,DDR3,1600,corsair-vengeance-lp-8-gb-ddr3-1600
Corsair Vengeance LP 8 GB,,"1,8",,Red,13.75,11.0,DDR3,1600,corsair-vengeance-lp-8-gb-ddr3-1600
Corsair Vengeance Pro 16 GB,,"2,8",,Black / Silver,13.75,11.0,DDR3,1600,corsair-vengeance-pro-16-gb-ddr3-1600
Corsair Vengeance Pro 16 GB,,"2,8",,Black / Red,13.75,11.0,DDR3,1600,corsair-vengeance-pro-16-gb-ddr3-1600
Corsair Vengeance Pro 8 GB,,"2,4",,Black / Silver,13.75,11.0,DDR3,1600,corsair-vengeance-pro-8-gb-ddr3-1600
Corsair Vengeance Pro 8 GB,,"2,4",,Black / Red,13.75,11.0,DDR3,1600,corsair-vengeance-pro-8-gb-ddr3-1600
Kingston KCS-UC421LQ/32G 32 GB,,"1,32",,Black / Green,14.065,15.0,DDR4,2133,kingston-kcs-uc421lq-32g-32-gb-ddr4-2133
G.Skill Ripjaws V 16 GB,,"4,4",,Black / Red,14.065,15.0,DDR4,2133,g-skill-ripjaws-v-16-gb-ddr4-2133
Avexir Blitz1.1 8 GB,,"2,4",,Green / Silver,11.25,9.0,DDR3,1600,avexir-blitz1-1-8-gb-ddr3-1600
Avexir Blitz1.1 8 GB,,"2,4",,Red / Silver,11.25,9.0,DDR3,1600,avexir-blitz1-1-8-gb-ddr3-1600
Avexir Blitz1.1 8 GB,,"2,4",,Black / White,11.25,9.0,DDR3,1600,avexir-blitz1-1-8-gb-ddr3-1600
Avexir Blitz1.1 16 GB,,"2,8",,Green / Silver,12.5,10.0,DDR3,1600,avexir-blitz1-1-16-gb-ddr3-1600
Avexir Blitz1.1 16 GB,,"2,8",,Red / Silver,12.5,10.0,DDR3,1600,avexir-blitz1-1-16-gb-ddr3-1600
Avexir Blitz1.1 16 GB,,"2,8",,Black / White,12.5,10.0,DDR3,1600,avexir-blitz1-1-16-gb-ddr3-1600
Avexir Blitz1.1 8 GB,,"2,4",,Green / Silver,9.646,9.0,DDR3,1866,avexir-blitz1-1-8-gb-ddr3-1866
Avexir Blitz1.1 8 GB,,"2,4",,Red / Silver,9.646,9.0,DDR3,1866,avexir-blitz1-1-8-gb-ddr3-1866
Avexir Blitz1.1 8 GB,,"2,4",,Black / White,9.646,9.0,DDR3,1866,avexir-blitz1-1-8-gb-ddr3-1866
Avexir Blitz1.1 16 GB,,"2,8",,Green / Silver,9.646,9.0,DDR3,1866,avexir-blitz1-1-16-gb-ddr3-1866
Avexir Blitz1.1 16 GB,,"2,8",,Red / Silver,9.646,9.0,DDR3,1866,avexir-blitz1-1-16-gb-ddr3-1866
Avexir Blitz1.1 16 GB,,"2,8",,Black / White,9.646,9.0,DDR3,1866,avexir-blitz1-1-16-gb-ddr3-1866
Avexir Blitz1.1 8 GB,,"2,4",,Black / Red,9.0,9.0,DDR3,2000,avexir-blitz1-1-8-gb-ddr3-2000
Avexir Blitz1.1 8 GB,,"2,4",,Green / Silver,9.0,9.0,DDR3,2000,avexir-blitz1-1-8-gb-ddr3-2000
Avexir Blitz1.1 8 GB,,"2,4",,Black / White,9.0,9.0,DDR3,2000,avexir-blitz1-1-8-gb-ddr3-2000
Avexir Blitz1.1 16 GB,,"2,8",,Black / Red,9.0,9.0,DDR3,2000,avexir-blitz1-1-16-gb-ddr3-2000
Avexir Blitz1.1 16 GB,,"2,8",,Green / Silver,9.0,9.0,DDR3,2000,avexir-blitz1-1-16-gb-ddr3-2000
Avexir Blitz1.1 16 GB,,"2,8",,Black / White,9.0,9.0,DDR3,2000,avexir-blitz1-1-16-gb-ddr3-2000
Avexir Blitz1.1 8 GB,,"2,4",,Red / Silver,8.439,9.0,DDR3,2133,avexir-blitz1-1-8-gb-ddr3-2133
Avexir Blitz1.1 8 GB,,"2,4",,Green / Silver,8.439,9.0,DDR3,2133,avexir-blitz1-1-8-gb-ddr3-2133
Avexir Blitz1.1 8 GB,,"2,4",,Black / White,8.439,9.0,DDR3,2133,avexir-blitz1-1-8-gb-ddr3-2133
Avexir Blitz1.1 16 GB,,"2,8",,Red / Silver,8.439,9.0,DDR3,2133,avexir-blitz1-1-16-gb-ddr3-2133
Avexir Blitz1.1 16 GB,,"2,8",,Green / Silver,8.439,9.0,DDR3,2133,avexir-blitz1-1-16-gb-ddr3-2133
Avexir Blitz1.1 16 GB,,"2,8",,Black / White,8.439,9.0,DDR3,2133,avexir-blitz1-1-16-gb-ddr3-2133
Avexir Blitz1.1 8 GB,,"2,4",,Red / Silver,8.333,10.0,DDR3,2400,avexir-blitz1-1-8-gb-ddr3-2400
Avexir Blitz1.1 16 GB,,"2,8",,Red / Silver,8.333,10.0,DDR3,2400,avexir-blitz1-1-16-gb-ddr3-2400
Avexir Blitz1.1 16 GB,,"2,8",,Green / Silver,8.333,10.0,DDR3,2400,avexir-blitz1-1-16-gb-ddr3-2400
Avexir Blitz1.1 16 GB,,"2,8",,Black / White,8.333,10.0,DDR3,2400,avexir-blitz1-1-16-gb-ddr3-2400
G.Skill Ripjaws V 16 GB,,"4,4",,Black / Red,11.253,15.0,DDR4,2666,g-skill-ripjaws-v-16-gb-ddr4-2666
G.Skill Ripjaws V 16 GB,,"4,4",,Black / Red,10.714,15.0,DDR4,2800,g-skill-ripjaws-v-16-gb-ddr4-2800
G.Skill Ripjaws V 32 GB,,"4,8",,Black / Red,10.714,15.0,DDR4,2800,g-skill-ripjaws-v-32-gb-ddr4-2800
G.Skill Ripjaws V 8 GB,,"2,4",,Black / Red,10.0,15.0,DDR4,3000,g-skill-ripjaws-v-8-gb-ddr4-3000
G.Skill Ripjaws V 16 GB,,"4,4",,Black,10.0,16.0,DDR4,3200,g-skill-ripjaws-v-16-gb-ddr4-3200
Kingston KVR16LR11S4K3/24 24 GB,,"3,8",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16lr11s4k3-24-24-gb-ddr3-1600
Kingston KVR16LR11S4K3/24I 24 GB,,"3,8",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16lr11s4k3-24i-24-gb-ddr3-1600
Kingston KVR16LR11S4K4/32 32 GB,,"4,8",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16lr11s4k4-32-32-gb-ddr3-1600
Kingston KVR16LR11S8K3/12I 12 GB,,"3,4",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16lr11s8k3-12i-12-gb-ddr3-1600
Kingston KVR16LR11S8K4/16I 16 GB,,"4,4",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16lr11s8k4-16i-16-gb-ddr3-1600
Kingston KVR16R11D8K3/24 24 GB,,"3,8",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16r11d8k3-24-24-gb-ddr3-1600
Kingston KVR16R11D8K3/24I 24 GB,171.48,"3,8",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16r11d8k3-24i-24-gb-ddr3-1600
Mushkin Blackline 8 GB,,"1,8",,Black / Silver,12.5,15.0,DDR4,2400,mushkin-blackline-8-gb-ddr4-2400
Corsair Dominator Platinum 16 GB,,"4,4",,Black / Silver,10.387,18.0,DDR4,3466,corsair-dominator-platinum-16-gb-ddr4-3466
G.Skill Ripjaws V 8 GB,,"2,4",,Black,9.233,16.0,DDR4,3466,g-skill-ripjaws-v-8-gb-ddr4-3466
G.Skill Ripjaws V 16 GB,,"4,4",,Black,9.233,16.0,DDR4,3466,g-skill-ripjaws-v-16-gb-ddr4-3466
Kingston KVR16R11D8K4/32 32 GB,,"4,8",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16r11d8k4-32-32-gb-ddr3-1600
Kingston KVR16R11S4K3/24I 24 GB,,"3,8",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16r11s4k3-24i-24-gb-ddr3-1600
Kingston KVR16R11S8K2/8 8 GB,,"2,4",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16r11s8k2-8-8-gb-ddr3-1600
Kingston KVR16R11S8K3/12 12 GB,,"3,4",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16r11s8k3-12-12-gb-ddr3-1600
Mushkin Blackline 4 GB,,"1,4",,Black / Silver,12.5,15.0,DDR4,2400,mushkin-blackline-4-gb-ddr4-2400
Mushkin Redline 4 GB,,"1,4",,Red / Silver,11.253,15.0,DDR4,2666,mushkin-redline-4-gb-ddr4-2666
Mushkin Redline 4 GB,,"1,4",,Red / Silver,10.714,15.0,DDR4,2800,mushkin-redline-4-gb-ddr4-2800
Mushkin Redline 8 GB,,"1,8",,Red / Silver,10.0,15.0,DDR4,3000,mushkin-redline-8-gb-ddr4-3000
Mushkin Blackline 16 GB,,"4,4",,Black / Silver,12.5,15.0,DDR4,2400,mushkin-blackline-16-gb-ddr4-2400
Mushkin Blackline 32 GB,,"4,8",,Black / Silver,12.5,15.0,DDR4,2400,mushkin-blackline-32-gb-ddr4-2400
Mushkin Blackline 8 GB,,"2,4",,Black / Silver,12.5,15.0,DDR4,2400,mushkin-blackline-8-gb-ddr4-2400
Mushkin Blackline 16 GB,,"2,8",,Black / Silver,12.5,15.0,DDR4,2400,mushkin-blackline-16-gb-ddr4-2400
Patriot PSD48G2133K 8 GB,,"2,4",,Black / Green,14.065,15.0,DDR4,2133,patriot-psd48g2133k-8-gb-ddr4-2133
Mushkin Blackline 4 GB,,"1,4",,Black / Silver,11.252,12.0,DDR4,2133,mushkin-blackline-4-gb-ddr4-2133
Mushkin Blackline 16 GB,,"4,4",,Black / Silver,11.252,12.0,DDR4,2133,mushkin-blackline-16-gb-ddr4-2133
Mushkin Blackline 8 GB,,"2,4",,Black / Silver,11.252,12.0,DDR4,2133,mushkin-blackline-8-gb-ddr4-2133
Patriot PV38G186C0KGN 8 GB,,"2,4",,Green,10.718,10.0,DDR3,1866,patriot-pv38g186c0kgn-8-gb-ddr3-1866
ADATA AX4U3000W4G16-QGZ 16 GB,,"4,4",,Black / Gold,10.667,16.0,DDR4,3000,adata-ax4u3000w4g16-qgz-16-gb-ddr4-3000
ADATA AX4U3300W4G16-DGZ 8 GB,,"2,4",,Black / Gold,9.697,16.0,DDR4,3300,adata-ax4u3300w4g16-dgz-8-gb-ddr4-3300
ADATA AX4U3333W4G16-DGZ 8 GB,,"2,4",,Black / Gold,9.601,16.0,DDR4,3333,adata-ax4u3333w4g16-dgz-8-gb-ddr4-3333
Kingston KVR16LR11D8/8HB 8 GB,,"1,8",,Black / Green,13.75,11.0,DDR3,1600,kingston-kvr16lr11d8-8hb-8-gb-ddr3-1600
Mushkin Blackline 8 GB,,"1,8",,Black / Silver,11.252,12.0,DDR4,2133,mushkin-blackline-8-gb-ddr4-2133
Mushkin Blackline 4 GB,,"1,4",,Black / Silver,11.429,16.0,DDR4,2800,mushkin-blackline-4-gb-ddr4-2800
Mushkin Redline 16 GB,,"4,4",,Red / Silver,11.253,15.0,DDR4,2666,mushkin-redline-16-gb-ddr4-2666
Mushkin Blackline 16 GB,,"4,4",,Black / Silver,11.429,16.0,DDR4,2800,mushkin-blackline-16-gb-ddr4-2800
Mushkin Redline 8 GB,,"2,4",,Red / Silver,10.714,15.0,DDR4,2800,mushkin-redline-8-gb-ddr4-2800
Mushkin Blackline 8 GB,,"2,4",,Black / Silver,11.429,16.0,DDR4,2800,mushkin-blackline-8-gb-ddr4-2800
Patriot Signature Line 4 GB,,"1,4",,Black / Green,13.503,9.0,DDR3,1333,patriot-signature-line-4-gb-ddr3-1333
Patriot PS34G16ER-B 4 GB,,"1,4",,Black / Green,13.75,11.0,DDR3,1600,patriot-ps34g16er-b-4-gb-ddr3-1600
Patriot Signature Line 8 GB,,"2,4",,Black / Green,13.503,9.0,DDR3,1333,patriot-signature-line-8-gb-ddr3-1333
TEAMGROUP TDWED416G3000HC16AQC01 16 GB,,"4,4",,Black / White,10.667,16.0,DDR4,3000,teamgroup-tdwed416g3000hc16aqc01-16-gb-ddr4-3000
Corsair Vengeance LPX 32 GB,,"2,16",,Red,12.5,15.0,DDR4,2400,corsair-vengeance-lpx-32-gb-ddr4-2400
Kingston HyperX Fury 4 GB,,"1,4",,Black,11.79,11.0,DDR3,1866,kingston-hyperx-fury-4-gb-ddr3-1866
Corsair Vengeance Pro 32 GB,,"4,8",,Black / Silver,13.75,11.0,DDR3,1600,corsair-vengeance-pro-32-gb-ddr3-1600
Corsair Vengeance Pro 32 GB,,"4,8",,Black / Red,13.75,11.0,DDR3,1600,corsair-vengeance-pro-32-gb-ddr3-1600
Crucial Ballistix Sport 4 GB,,"1,4",,Black / Silver,11.25,9.0,DDR3,1600,crucial-ballistix-sport-4-gb-ddr3-1600
Crucial Ballistix Tactical 8 GB,,"1,8",,Silver,12.003,16.0,DDR4,2666,crucial-ballistix-tactical-8-gb-ddr4-2666
Mushkin ECO2 4 GB,,"1,4",,Black / Silver,13.75,11.0,DDR3,1600,mushkin-eco2-4-gb-ddr3-1600
Mushkin ECO2 8 GB,,"1,8",,Black / Silver,13.75,11.0,DDR3,1600,mushkin-eco2-8-gb-ddr3-1600
Mushkin Redline 4 GB,,"1,4",,Red / Silver,10.0,15.0,DDR4,3000,mushkin-redline-4-gb-ddr4-3000
Mushkin Blackline 8 GB,,"1,8",,Black / Silver,11.429,16.0,DDR4,2800,mushkin-blackline-8-gb-ddr4-2800
Mushkin ECO2 16 GB,,"4,4",,Black / Silver,13.75,11.0,DDR3,1600,mushkin-eco2-16-gb-ddr3-1600
Mushkin ECO2 32 GB,,"4,8",,Black / Silver,13.75,11.0,DDR3,1600,mushkin-eco2-32-gb-ddr3-1600
Mushkin Redline 32 GB,,"4,8",,Red / Silver,10.0,15.0,DDR4,3000,mushkin-redline-32-gb-ddr4-3000
Mushkin Blackline 32 GB,,"4,8",,Black / Silver,11.429,16.0,DDR4,2800,mushkin-blackline-32-gb-ddr4-2800
Mushkin ECO2 8 GB,,"2,4",,Black / Silver,13.75,11.0,DDR3,1600,mushkin-eco2-8-gb-ddr3-1600
Mushkin ECO2 16 GB,,"2,8",,Black / Silver,13.75,11.0,DDR3,1600,mushkin-eco2-16-gb-ddr3-1600
Mushkin Redline 8 GB,,"2,4",,Red / Silver,10.0,15.0,DDR4,3000,mushkin-redline-8-gb-ddr4-3000
Mushkin Blackline 16 GB,,"2,8",,Black / Silver,11.429,16.0,DDR4,2800,mushkin-blackline-16-gb-ddr4-2800
G.Skill Trident Z 16 GB,,"2,8",,Red / Silver,10.714,15.0,DDR4,2800,g-skill-trident-z-16-gb-ddr4-2800
G.Skill Trident Z 8 GB,,"2,4",,Red / Silver,10.714,15.0,DDR4,2800,g-skill-trident-z-8-gb-ddr4-2800
G.Skill Ripjaws V 16 GB,,"4,4",,Black / Red,10.714,15.0,DDR4,2800,g-skill-ripjaws-v-16-gb-ddr4-2800
G.Skill Ripjaws V 32 GB,,"4,8",,Black / Red,10.714,15.0,DDR4,2800,g-skill-ripjaws-v-32-gb-ddr4-2800
G.Skill Ripjaws V 16 GB,,"4,4",,Black / Red,10.0,15.0,DDR4,3000,g-skill-ripjaws-v-16-gb-ddr4-3000
G.Skill Ripjaws V 32 GB,,"4,8",,Black / Red,10.0,15.0,DDR4,3000,g-skill-ripjaws-v-32-gb-ddr4-3000
Kingston HyperX Savage 4 GB,,"1,4",,Black / White,12.189,13.0,DDR4,2133,kingston-hyperx-savage-4-gb-ddr4-2133
Kingston HyperX Savage 4 GB,,"1,4",,Black / White,10.0,12.0,DDR4,2400,kingston-hyperx-savage-4-gb-ddr4-2400
Kingston HyperX Savage 8 GB,,"2,4",,Black / White,10.0,12.0,DDR4,2400,kingston-hyperx-savage-8-gb-ddr4-2400
Kingston HyperX Savage 16 GB,,"4,4",,Black / White,10.0,12.0,DDR4,2400,kingston-hyperx-savage-16-gb-ddr4-2400
Kingston HyperX Savage 32 GB,,"4,8",,Black / White,10.0,12.0,DDR4,2400,kingston-hyperx-savage-32-gb-ddr4-2400
Kingston HyperX Savage 4 GB,,"1,4",,Black / White,9.752,13.0,DDR4,2666,kingston-hyperx-savage-4-gb-ddr4-2666
Kingston HyperX Savage 8 GB,,"1,8",,Black / White,9.752,13.0,DDR4,2666,kingston-hyperx-savage-8-gb-ddr4-2666
Kingston HyperX Savage 8 GB,,"2,4",,Black / White,9.752,13.0,DDR4,2666,kingston-hyperx-savage-8-gb-ddr4-2666
Kingston HyperX Savage 16 GB,,"4,4",,Black / White,9.752,13.0,DDR4,2666,kingston-hyperx-savage-16-gb-ddr4-2666
Kingston HyperX Savage 4 GB,,"1,4",,Black / White,10.0,14.0,DDR4,2800,kingston-hyperx-savage-4-gb-ddr4-2800
Kingston HyperX Savage 8 GB,,"1,8",,Black / White,10.0,14.0,DDR4,2800,kingston-hyperx-savage-8-gb-ddr4-2800
Kingston HyperX Savage 8 GB,,"2,4",,Black / White,10.0,14.0,DDR4,2800,kingston-hyperx-savage-8-gb-ddr4-2800
Kingston HyperX Savage 16 GB,,"4,4",,Black / White,10.0,14.0,DDR4,2800,kingston-hyperx-savage-16-gb-ddr4-2800
Kingston HyperX Savage 4 GB,,"1,4",,Black / White,10.0,15.0,DDR4,3000,kingston-hyperx-savage-4-gb-ddr4-3000
Kingston HyperX Savage 16 GB,,"2,8",,Black / White,10.0,15.0,DDR4,3000,kingston-hyperx-savage-16-gb-ddr4-3000
Kingston HyperX Savage 8 GB,,"2,4",,Black / White,10.0,15.0,DDR4,3000,kingston-hyperx-savage-8-gb-ddr4-3000
Kingston HyperX Savage 32 GB,,"4,8",,Black / White,10.0,15.0,DDR4,3000,kingston-hyperx-savage-32-gb-ddr4-3000
TEAMGROUP Dark 16 GB,,"2,8",,Black / White,11.253,15.0,DDR4,2666,teamgroup-dark-16-gb-ddr4-2666
TEAMGROUP Dark 16 GB,,"2,8",,Black / White,10.0,15.0,DDR4,3000,teamgroup-dark-16-gb-ddr4-3000
TEAMGROUP Dark 8 GB,,"2,4",,Black / White,10.714,15.0,DDR4,2800,teamgroup-dark-8-gb-ddr4-2800
TEAMGROUP Dark 8 GB,,"2,4",,Black / White,11.429,16.0,DDR4,2800,teamgroup-dark-8-gb-ddr4-2800
TEAMGROUP Dark 8 GB,,"2,4",,Black / White,10.667,16.0,DDR4,3000,teamgroup-dark-8-gb-ddr4-3000
TEAMGROUP Xtreem 16 GB,,"2,8",,Black / Red,9.81,17.0,DDR4,3466,teamgroup-xtreem-16-gb-ddr4-3466
Corsair Vengeance Pro 16 GB,,"2,8",,Black / Red,10.314,11.0,DDR3,2133,corsair-vengeance-pro-16-gb-ddr3-2133
Corsair Vengeance Pro 32 GB,,"4,8",,Black / Red,10.314,11.0,DDR3,2133,corsair-vengeance-pro-32-gb-ddr3-2133
Crucial Ballistix Sport 8 GB,,"2,4",,Blue / Silver,11.25,9.0,DDR3,1600,crucial-ballistix-sport-8-gb-ddr3-1600
G.Skill Ripjaws V 16 GB,,"2,8",,Black / Red,11.429,16.0,DDR4,2800,g-skill-ripjaws-v-16-gb-ddr4-2800
G.Skill Ripjaws V 16 GB,,"4,4",,Black / Red,11.429,16.0,DDR4,2800,g-skill-ripjaws-v-16-gb-ddr4-2800
G.Skill Trident Z 8 GB,,"2,4",,Red / Silver,10.0,16.0,DDR4,3200,g-skill-trident-z-8-gb-ddr4-3200
G.Skill Ripjaws V 16 GB,,"4,4",,Black,10.0,16.0,DDR4,3200,g-skill-ripjaws-v-16-gb-ddr4-3200
G.Skill Trident Z 8 GB,,"2,4",,Red / Silver,9.5,19.0,DDR4,4000,g-skill-trident-z-8-gb-ddr4-4000
Kingston HyperX Savage 32 GB,,"4,8",,Black / White,10.0,14.0,DDR4,2800,kingston-hyperx-savage-32-gb-ddr4-2800
Mushkin Redline 32 GB,,"4,8",,Red / Silver,11.253,15.0,DDR4,2666,mushkin-redline-32-gb-ddr4-2666
Mushkin Redline 16 GB,,"2,8",,Red / Silver,11.253,15.0,DDR4,2666,mushkin-redline-16-gb-ddr4-2666
Patriot Viper 4 8 GB,,"2,4",,Black / Red,11.253,15.0,DDR4,2666,patriot-viper-4-8-gb-ddr4-2666
TEAMGROUP Vulcan 16 GB,,"2,8",,Black / Gold,11.25,9.0,DDR3,1600,teamgroup-vulcan-16-gb-ddr3-1600
TEAMGROUP Vulcan 8 GB,,"1,8",,Black / Gold,11.25,9.0,DDR3,1600,teamgroup-vulcan-8-gb-ddr3-1600
G.Skill Ripjaws V 32 GB,,"4,8",,Red,11.429,16.0,DDR4,2800,g-skill-ripjaws-v-32-gb-ddr4-2800
Kingston Impact 4 GB,,"1,4",,Black / Silver,12.189,13.0,DDR4,2133,kingston-impact-4-gb-ddr4-2133
Kingston Impact 8 GB,,"1,8",,Black / Silver,12.189,13.0,DDR4,2133,kingston-impact-8-gb-ddr4-2133
Kingston Impact 8 GB,,"2,4",,Black / Silver,12.189,13.0,DDR4,2133,kingston-impact-8-gb-ddr4-2133
Kingston Impact 4 GB,,"1,4",,Black / Silver,11.667,14.0,DDR4,2400,kingston-impact-4-gb-ddr4-2400
Kingston Impact 8 GB,,"1,8",,Black / Silver,11.667,14.0,DDR4,2400,kingston-impact-8-gb-ddr4-2400
Kingston Impact 16 GB,,"2,8",,Black / Silver,11.667,14.0,DDR4,2400,kingston-impact-16-gb-ddr4-2400
Kingston Impact 8 GB,,"2,4",,Black / Silver,11.667,14.0,DDR4,2400,kingston-impact-8-gb-ddr4-2400
Kingston KVR21S15D8/8 8 GB,,"1,8",,Black / Silver,14.065,15.0,DDR4,2133,kingston-kvr21s15d8-8-8-gb-ddr4-2133
Kingston KVR21S15S8/4 4 GB,,"1,4",,Black / Silver,14.065,15.0,DDR4,2133,kingston-kvr21s15s8-4-4-gb-ddr4-2133
